Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,Other,,"Seattle, WA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,All,18.0,"Philadelphia, PA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,PA Eddie-->BRFSS ,,,,,14.0,22.0
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,Black,14.0,"Philadelphia, PA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,PA Eddie-->BRFSS ,,,,,10.0,18.0
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,Hispanic,17.0,"Philadelphia, PA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,PA Eddie-->BRFSS ,,,,,10.0,27.0
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,White,18.0,"Philadelphia, PA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,PA Eddie-->BRFSS ,,,,,16.0,19.0
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Female,All,14.0,"Philadelphia, PA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,PA Eddie-->BRFSS ,,,,,10.0,19.0
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Male,All,22.0,"Philadelphia, PA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,PA Eddie-->BRFSS ,,,,,16.0,28.0
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,White,26.7,"Seattle, WA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"Washington State Department of Health, Center for Health Statistics, Behavioral Risk Factor Surveillance System, ",,,,,23.4,30.4
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Female,All,22.1,"Seattle, WA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"Washington State Department of Health, Center for Health Statistics, Behavioral Risk Factor Surveillance System, ",,,,,18.0,26.7
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,Hispanic,54.0,"Oakland (Alameda County), CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,California Health Interview Survey (AskCHIS),Males are considered binge drinkers if they consumed 5 or more alcoholic drinks on at least one occassion in the past year. Females are considered binge drinkers if they consumed 4 or more alcoholic drinks on at least one occasion in the past year.,Binge drinking in the past year.  Data is for Alameda County. ,,,32.9,75.1
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,Other,,"Oakland (Alameda County), CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,California Health Interview Survey (AskCHIS),Males are considered binge drinkers if they consumed 5 or more alcoholic drinks on at least one occassion in the past year. Females are considered binge drinkers if they consumed 4 or more alcoholic drinks on at least one occasion in the past year.,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed here because CHIS reports rate as statistically unstable.; Data is for Alameda County. ",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Female,All,,"Indianapolis (Marion County), IN",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,Black,13.2,"Las Vegas (Clark County), NV",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,Nevada BRFSS - Clark County,,,,,4.8,21.5
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,All,17.9,"Fort Worth (Tarrant County), TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health",,"FW-Arlington Metropolitan Division includes residents from Hood, Johnson, Parker, Somervell, Tarrant, and Wise counties (Not just Tarrant County, TX)",,,12.6,23.3
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,Black,,"Indianapolis (Marion County), IN",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Male,All,25.9,"Seattle, WA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"Washington State Department of Health, Center for Health Statistics, Behavioral Risk Factor Surveillance System, ",,,,,21.8,30.5
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,Hispanic,13.4,"Las Vegas (Clark County), NV",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,Nevada BRFSS - Clark County,,,,,7.3,19.5
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,White,18.4,"Indianapolis (Marion County), IN",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,,,,13.7,23.1
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,All,19.5,"Portland (Multnomah County), OR",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,,,,,16.2,22.7
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,Asian/PI,,"Portland (Multnomah County), OR",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,Black,,"Portland (Multnomah County), OR",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,Hispanic,,"Portland (Multnomah County), OR",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,Other,,"Portland (Multnomah County), OR",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,White,,"Portland (Multnomah County), OR",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Female,All,15.4,"Portland (Multnomah County), OR",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,,,,,11.1,19.7
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Male,All,24.3,"Portland (Multnomah County), OR",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,,,,,19.3,29.3
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2015,Both,All,17.3,"Indianapolis (Marion County), IN",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,,,,13.4,21.2
